Gene_id	GO_id
TRINITY_DN4068_c0_g1	GO:0005524;GO:0061631;GO:0004842;GO:0043161;GO:0070979;GO:0070936;GO:0006511
TRINITY_DN3360_c0_g1	GO:0000785;GO:0005719;GO:0005720;GO:0005654;GO:0005634;GO:0032991;GO:0090575;GO:0003682;GO:0070087;GO:0003677;GO:0035851;GO:1990841;GO:0004672;GO:0003723;GO:0043565;GO:0019789;GO:0003713;GO:0003714;GO:0031625;GO:0004842;GO:0008270;GO:0006325;GO:0060028;GO:0043045;GO:0006281;GO:0007566;GO:0060669;GO:0001837;GO:0045087;GO:1901536;GO:0045869;GO:0000122;GO:0045892;GO:1902187;GO:0043388;GO:0045739;GO:0090309;GO:0042307;GO:0045893;GO:0046777;GO:0016925;GO:0007265;GO:2000653;GO:0006367;GO:0016032
TRINITY_DN14658_c0_g1	GO:0016324;GO:0044295;GO:0016323;GO:0031526;GO:0009986;GO:0062023;GO:0005737;GO:0005829;GO:0044294;GO:0005765;GO:0042470;GO:0043209;GO:0043005;GO:0043025;GO:0005634;GO:0048471;GO:0005886;GO:0032991;GO:0032587;GO:0036126;GO:0097226;GO:0097524;GO:0005524;GO:0016887;GO:0002135;GO:0032564;GO:0097718;GO:0070182;GO:0005525;GO:0051020;GO:0042826;GO:0042802;GO:0044325;GO:0003729;GO:0030235;GO:0044183;GO:0042803;GO:0019903;GO:1990782;GO:0051022;GO:0097110;GO:0017098;GO:0048156;GO:0030911;GO:0031625;GO:0051082;GO:0002134;GO:0048675;GO:0010659;GO:0034605;GO:0021955;GO:0061684;GO:0051131;GO:0061741;GO:0030010;GO:0001764;GO:0060452;GO:0045793;GO:1903364;GO:0010592;GO:0045429;GO:0033138;GO:0042307;GO:0051897;GO:0001934;GO:0032273;GO:1902949;GO:0051973;GO:0006457;GO:0045040;GO:0050821;GO:1903827;GO:0061635;GO:0031396;GO:0046677;GO:0042220;GO:0009409;GO:0042493;GO:0043627;GO:0009408;GO:0009651;GO:0003009;GO:1905323;GO:0007004
TRINITY_DN7369_c0_g1	GO:0005634;GO:0001228;GO:0000981;GO:0000977;GO:0048513;GO:0008407;GO:0001751;GO:0008057;GO:0007455;GO:0007479;GO:0000122;GO:0045892;GO:0007399;GO:0006357;GO:0050896;GO:0008052;GO:0009888;GO:0007601
TRINITY_DN612_c0_g1	GO:0003779;GO:0017048;GO:0030036;GO:0021516;GO:0048715;GO:0090263;GO:0060828;GO:2000050;GO:0016055
TRINITY_DN10276_c0_g1	GO:0016021;GO:0005654;GO:0005886;GO:0005509;GO:0038023;GO:0001525;GO:0030154;GO:0060271;GO:0000122;GO:0061314;GO:0050793
TRINITY_DN14017_c0_g1	GO:0005829;GO:0034364;GO:0005634;GO:0005886;GO:0045296;GO:0008289;GO:0003723;GO:0008203;GO:0034384;GO:0006869
TRINITY_DN10718_c0_g1	GO:0005737;GO:0005634;GO:0005524;GO:0000287;GO:0004674;GO:0035556;GO:0006468
TRINITY_DN2625_c0_g1	GO:0016323;GO:0005923;GO:0005911;GO:0097025;GO:0005886;GO:0098839;GO:0098793;GO:0045202;GO:0097016;GO:0030165;GO:0019904;GO:0006887;GO:0045199;GO:0007269;GO:1903361;GO:0015031
TRINITY_DN8275_c0_g1	GO:0016324;GO:0030424;GO:0005938;GO:0009986;GO:0035253;GO:0043198;GO:0005789;GO:0000139;GO:0030426;GO:0005887;GO:0005765;GO:0045121;GO:0005743;GO:0031594;GO:0043025;GO:0005634;GO:0048471;GO:0030018;GO:0004190;GO:0004175;GO:0042987;GO:0034205;GO:0050435;GO:0007420;GO:0006816;GO:0030318;GO:0006509;GO:0043066;GO:0022008;GO:0007220;GO:0007219;GO:0016485;GO:0061053
TRINITY_DN10207_c0_g1	GO:0005759;GO:0005739;GO:0005634;GO:0045252;GO:0046872;GO:0004591;GO:0030976;GO:0006103;GO:0006096;GO:0106077;GO:0006104;GO:0006099
TRINITY_DN9511_c0_g1	GO:0005829;GO:0005783;GO:0005743;GO:0005739;GO:0051537;GO:0050660;GO:0046872;GO:0016491;GO:0097194
TRINITY_DN9866_c0_g1	GO:0005737;GO:0005783;GO:0005789;GO:0005102;GO:0006621;GO:0010869
TRINITY_DN3024_c0_g1	GO:0015629;GO:0016324;GO:0005925;GO:0005887;GO:0005886;GO:0043235;GO:0005524;GO:0005518;GO:0038062;GO:0004714;GO:0031214;GO:0007155;GO:0035988;GO:0030199;GO:0038063;GO:0003416;GO:0030198;GO:0007275;GO:0001503;GO:0018108;GO:0051091;GO:0090091;GO:0010763;GO:0048146;GO:0033674;GO:0045669;GO:0045860;GO:0046777;GO:0030500;GO:0010715;GO:0034103;GO:0007165;GO:0007169
TRINITY_DN9646_c0_g1	GO:0005829;GO:0002161;GO:0005524;GO:0004832;GO:0006418;GO:0006438
TRINITY_DN6895_c0_g1	GO:0009507;GO:0005681;GO:0005524;GO:0046872;GO:0003723;GO:0003724;GO:0016740;GO:0000398
TRINITY_DN8698_c0_g1	GO:0005737;GO:0031011;GO:0005874;GO:0016604;GO:0005654;GO:0005634;GO:0005886;GO:0005819;GO:0003779;GO:0043014;GO:0005524;GO:0016887;GO:0003677;GO:0008094;GO:0042393;GO:0043044;GO:0051301;GO:0071479;GO:0034644;GO:0006338;GO:0032508;GO:0006281;GO:0006302;GO:0000724;GO:0000070;GO:0042766;GO:0030307;GO:0010571;GO:0045944;GO:0016579;GO:2000045;GO:0043618;GO:0051225;GO:0006351;GO:0070914
TRINITY_DN1427_c0_g1	GO:0042626;GO:0006811
TRINITY_DN917_c0_g1	GO:0031428;GO:0005634;GO:0071011;GO:0032040;GO:0071005;GO:0046540;GO:0005690;GO:0003723;GO:0030622;GO:0000470;GO:0030490;GO:0000398
TRINITY_DN11896_c0_g1	GO:0030479;GO:0016459;GO:0003779;GO:0005524;GO:0003774
TRINITY_DN4537_c0_g1	GO:0030054;GO:0005886;GO:0098831;GO:0010923;GO:0007274
TRINITY_DN41_c0_g1	GO:0005737;GO:0010494;GO:0005829;GO:0005634;GO:1990904;GO:0003730;GO:0008143;GO:0008266;GO:0003723;GO:0007507;GO:0006397;GO:0006417;GO:0006412
TRINITY_DN12460_c0_g1	GO:0005509;GO:0019722
TRINITY_DN4851_c0_g1	GO:0005829;GO:0005783;GO:0000139;GO:0030008;GO:1990070;GO:1990071;GO:1990072;GO:0048208;GO:0006888
TRINITY_DN3315_c0_g1	GO:0070062;GO:0005759;GO:0005739;GO:0005654;GO:0004029;GO:0016155;GO:0016742;GO:0009258;GO:0009058;GO:0046655;GO:0006730
TRINITY_DN3587_c0_g1	GO:0005737;GO:0036464;GO:0005856;GO:0042406;GO:0005654;GO:0005634;GO:0000932;GO:0032991;GO:0005791;GO:0030867;GO:0003682;GO:0003677;GO:0004521;GO:0004532;GO:0046872;GO:0035198;GO:0035925;GO:0003730;GO:0003729;GO:0004540;GO:0043022;GO:0003723;GO:0035613;GO:0061158;GO:0001525;GO:0006915;GO:0030154;GO:1990869;GO:0006974;GO:0042149;GO:0071347;GO:1904637;GO:0071222;GO:0034599;GO:1903936;GO:0071356;GO:0098586;GO:0051607;GO:0002757;GO:0006954;GO:0044828;GO:0055118;GO:1900016;GO:0010629;GO:0043124;GO:1902714;GO:0050713;GO:0032715;GO:1900165;GO:0043031;GO:0010656;GO:0032088;GO:1901223;GO:0045019;GO:1903799;GO:0001933;GO:2000320;GO:0032720;GO:1904468;GO:0007399;GO:0000294;GO:0045766;GO:0010508;GO:0010942;GO:0002230;GO:0010595;GO:1900119;GO:0045600;GO:0010628;GO:0010884;GO:2000627;GO:0061014;GO:1900745;GO:1903003;GO:0042307;GO:2000379;GO:0045944;GO:0051259;GO:0016579;GO:0010468;GO:0090501;GO:0090502;GO:0050852;GO:0016032
TRINITY_DN8963_c0_g1	GO:0016282;GO:0033290;GO:0005852;GO:0003743;GO:0031369;GO:0001732
TRINITY_DN4674_c0_g1	GO:0005737;GO:0005829;GO:0005634;GO:0001228;GO:0003700;GO:0000981;GO:0000977;GO:0043565;GO:0008134;GO:0007049;GO:0034198;GO:0034599;GO:0009267;GO:0007623;GO:0001745;GO:0048813;GO:0008340;GO:0006697;GO:0036099;GO:0042593;GO:0005977;GO:0008286;GO:0045475;GO:0001578;GO:0010259;GO:0030308;GO:0008285;GO:0045792;GO:0070345;GO:0046627;GO:0010888;GO:0040015;GO:0000122;GO:0045892;GO:0010508;GO:0071158;GO:0061965;GO:2000253;GO:2000130;GO:0045944;GO:0045893;GO:0010898;GO:0010506;GO:0040008;GO:0035206;GO:0019216;GO:0016241;GO:0040014;GO:0046620;GO:0006355;GO:0009617;GO:0006979;GO:0042594
TRINITY_DN2035_c0_g1	GO:0005737;GO:0005871;GO:0005874;GO:0005524;GO:0016887;GO:0008017;GO:0003777;GO:0007018
TRINITY_DN14001_c0_g1	GO:0031461;GO:0005737;GO:0005829;GO:0005794;GO:0005654;GO:0005634;GO:0000151;GO:0017025;GO:0030154;GO:0043086;GO:0045899;GO:0045893;GO:0016567;GO:0010265
TRINITY_DN5323_c0_g1	GO:0005737;GO:0005829;GO:0005634;GO:0035861;GO:0000151;GO:0031624;GO:0061630;GO:0008270;GO:0036205;GO:0016574;GO:0007127;GO:0032436;GO:0000209;GO:0006511
TRINITY_DN13766_c0_g1	GO:0005783;GO:0005615;GO:0005794;GO:0005509;GO:0003756
TRINITY_DN4636_c0_g1	GO:0005743;GO:0005730;GO:0015935;GO:0005819;GO:0140078;GO:0003677;GO:0003723;GO:0003735;GO:0006915;GO:0007049;GO:0051301;GO:0006281;GO:0006417;GO:0006412
TRINITY_DN12308_c0_g1	GO:0005694;GO:0005730;GO:0005524;GO:0003723;GO:0003724;GO:0006364
TRINITY_DN13613_c0_g1	GO:0035578;GO:0005623;GO:0005783;GO:0005768;GO:0070062;GO:0005576;GO:0005615;GO:0005794;GO:0005770;GO:0005765;GO:0005764;GO:0016020;GO:0005886;GO:0005802;GO:0051087;GO:0005125;GO:0008083;GO:0003723;GO:0002265;GO:0007042;GO:0007041;GO:0007040;GO:0002282;GO:1903979;GO:0043524;GO:1902564;GO:0060266;GO:0043312;GO:0045766;GO:1905247;GO:0048680;GO:0030335;GO:1900426;GO:0010595;GO:0050679;GO:0106016;GO:1905673;GO:0043525;GO:1903334;GO:0050821;GO:0050727;GO:0051960;GO:0007165
TRINITY_DN8902_c0_g1	GO:0000177;GO:0005829;GO:0005525;GO:0003924;GO:0046039;GO:0061014
TRINITY_DN10085_c0_g1	GO:0031011;GO:0035267;GO:0097255;GO:0000812;GO:0043139;GO:0005524;GO:0016887;GO:0003678;GO:0000492;GO:0006338;GO:0006310;GO:0006281;GO:0016573;GO:0006357
TRINITY_DN6540_c0_g1	GO:0005737;GO:0005829;GO:0005730;GO:0016887;GO:0046872;GO:0004842;GO:0001525;GO:2000051;GO:0051865;GO:0051260;GO:0016567;GO:0002040;GO:0006511
TRINITY_DN9211_c0_g1	GO:0042995;GO:0000123;GO:0031966;GO:0005886;GO:0017122;GO:0005547;GO:0016262;GO:0097363;GO:0006915;GO:0032922;GO:0080182;GO:0043984;GO:0043981;GO:0043982;GO:0031397;GO:0048015;GO:0061087;GO:0045944;GO:0006493;GO:0016485;GO:0006111;GO:0006110
TRINITY_DN11171_c0_g1	GO:0005576;GO:0090729
TRINITY_DN8248_c0_g1	GO:0030424;GO:0016021;GO:0005887;GO:0043235;GO:0005524;GO:0004713;GO:0004714;GO:0017147;GO:0048856;GO:0007417;GO:0007275;GO:0007399;GO:0033674;GO:0043410;GO:0010976;GO:0014068;GO:0006468;GO:0043408;GO:0007169
TRINITY_DN7837_c0_g1	GO:0005634;GO:0007049;GO:0051301
TRINITY_DN13333_c0_g1	GO:0030864;GO:0005737;GO:0005829;GO:0030027;GO:0016604;GO:0005654;GO:0005886;GO:0003779;GO:0042802;GO:0030835
TRINITY_DN11491_c0_g1	GO:0005634;GO:0000407;GO:0043130;GO:0045087;GO:0016236
TRINITY_DN12126_c0_g1	GO:0005789;GO:0016021;GO:0005654;GO:0001784;GO:0004725;GO:0071345;GO:0006470
TRINITY_DN3885_c0_g1	GO:0005737;GO:0005634;GO:0031386;GO:0031625;GO:0019941;GO:0016567
TRINITY_DN12784_c0_g1	GO:0005623;GO:0005737;GO:0008199;GO:0004322;GO:0006879;GO:0006826
TRINITY_DN5024_c0_g1	GO:0005885;GO:0042995;GO:0005737;GO:0005634;GO:0035861;GO:0003779;GO:0034314
TRINITY_DN4875_c0_g1	GO:0005576;GO:0016020
TRINITY_DN12237_c0_g1	GO:0005737;GO:0005829;GO:0005634;GO:0046872;GO:0000224;GO:0006516;GO:0006517;GO:0006515
TRINITY_DN8189_c0_g1	GO:0005829;GO:0016887;GO:0046872;GO:0004842;GO:0008015;GO:0002040;GO:0006511
TRINITY_DN10325_c0_g1	GO:0005783;GO:0005794;GO:0032580;GO:0005797;GO:0000139;GO:0016021;GO:0016020;GO:0008376;GO:0008375;GO:0008378;GO:0047220;GO:0016758;GO:0008499;GO:0035250;GO:0030206;GO:0006024;GO:0030203;GO:0015012;GO:0006486;GO:0006493
TRINITY_DN5530_c0_g1	GO:0005576;GO:0004869
TRINITY_DN1858_c0_g1	GO:0005887;GO:0016020;GO:0002116;GO:0017154;GO:0048675;GO:0048755;GO:0060272;GO:0008045;GO:0007162;GO:0050772;GO:0030334;GO:0008360;GO:0048696;GO:0043087;GO:1902287
TRINITY_DN4738_c0_g1	GO:0005737;GO:0016428;GO:0000049;GO:0001510;GO:0002946;GO:0030488
TRINITY_DN9363_c0_g1	GO:0015629;GO:0005938;GO:0005737;GO:0005794;GO:0016020;GO:0005874;GO:0015630;GO:0014069;GO:0032587;GO:0003779;GO:0051015;GO:0016887;GO:0005509;GO:0008017;GO:0051011;GO:0005198;GO:0007163;GO:0043001;GO:0045104;GO:0001707;GO:0030177;GO:0006620;GO:0008104;GO:0030334;GO:0010632;GO:0051893;GO:0032886;GO:0150011;GO:0016055;GO:0042060
TRINITY_DN12888_c0_g1	GO:0005615;GO:0005507;GO:0016491;GO:0006953;GO:0007597;GO:0030168
TRINITY_DN2360_c0_g1	GO:0005509;GO:0030234;GO:0019722;GO:0000226
TRINITY_DN10956_c0_g1	GO:0016021;GO:0005886;GO:0005228;GO:0015271;GO:0005267;GO:0006813
TRINITY_DN12655_c0_g1	GO:0005794;GO:0000139;GO:0016021;GO:0015020;GO:0030145;GO:0016757;GO:0042285;GO:0035269;GO:0060538;GO:0043403
TRINITY_DN11435_c0_g1	GO:0071013;GO:0070937;GO:0005783;GO:0097452;GO:0071204;GO:0016020;GO:0005654;GO:0005634;GO:1990904;GO:0048027;GO:0003729;GO:0008143;GO:0003723;GO:0071346;GO:0070934;GO:0000398;GO:0017148;GO:0001649;GO:0006396;GO:0008380;GO:0016032
TRINITY_DN3879_c0_g1	GO:0005737;GO:0005829;GO:0005524;GO:0019869;GO:0019902;GO:0019870;GO:0004860;GO:0004674;GO:0035556;GO:0050801;GO:0010923;GO:0010766;GO:0032414;GO:1903288;GO:2000651;GO:0006468
TRINITY_DN9618_c0_g1	GO:0005930;GO:0030286;GO:0005874;GO:0005524;GO:0008569;GO:0045505;GO:0051959;GO:0007018
TRINITY_DN13985_c0_g1	GO:0005737;GO:0003755;GO:0006457
TRINITY_DN12612_c0_g1	GO:0071818;GO:0005829;GO:0005576;GO:0005634;GO:0031593;GO:0070628;GO:0043022;GO:0007420;GO:0006325;GO:0061857;GO:0071712;GO:0018393;GO:0042771;GO:0070059;GO:0001822;GO:0030324;GO:0032435;GO:0045861;GO:0010498;GO:0050821;GO:0045995;GO:0007283;GO:0007130;GO:0071816;GO:0030433;GO:0006511
TRINITY_DN3873_c0_g1	GO:0016324;GO:0034704;GO:0005813;GO:0005829;GO:0005891;GO:0004115;GO:0051117;GO:0030552;GO:0008144;GO:0044325;GO:0046872;GO:0097110;GO:0007568;GO:0006198;GO:0071872;GO:0071222;GO:0061028;GO:0050900;GO:0035264;GO:0043951;GO:0045822;GO:0033137;GO:1901898;GO:0030593;GO:0032729;GO:0032743;GO:0032754;GO:0086004;GO:1901844;GO:0002027;GO:0010880;GO:0060314;GO:0006939;GO:0050852
TRINITY_DN7747_c0_g1	GO:0005737;GO:0005654;GO:0005634;GO:0051607;GO:0045087
TRINITY_DN14785_c0_g1	GO:0008903;GO:0046487
TRINITY_DN11230_c0_g1	GO:0005759;GO:0004739;GO:0006086;GO:0006006;GO:0006099
TRINITY_DN6060_c0_g1	GO:0042742
TRINITY_DN13754_c0_g1	GO:0005813;GO:0005737;GO:0031410;GO:0005886;GO:0014069;GO:0004842;GO:0008270;GO:0001568;GO:0006897;GO:0007507;GO:0001947;GO:0001701;GO:0045665;GO:0001841;GO:0007219;GO:0045807;GO:0016567;GO:0001756;GO:0006511
TRINITY_DN7844_c0_g1	GO:0016021;GO:0005886;GO:0005509;GO:0007156
TRINITY_DN5798_c0_g1	GO:0030176;GO:0005791;GO:0006616
TRINITY_DN10922_c0_g1	GO:0003779;GO:0051015;GO:0005509;GO:0051014;GO:0007527;GO:0010004;GO:0030239
TRINITY_DN3914_c0_g1	GO:0005832;GO:0005524;GO:0051082;GO:0006457;GO:1901998
TRINITY_DN13870_c0_g1	GO:0005813;GO:0048471;GO:0004197;GO:0004843;GO:0036459;GO:0008270;GO:0006897;GO:0016579;GO:0071108;GO:0070536;GO:0008277;GO:0006511
TRINITY_DN2888_c0_g1	GO:0005737;GO:0003723
TRINITY_DN4495_c0_g1	GO:0048037;GO:0016491;GO:0008270
TRINITY_DN13334_c0_g1	GO:0022625;GO:0070180;GO:0003735;GO:0002181;GO:0000027
TRINITY_DN4497_c0_g1	GO:0000781;GO:0035098;GO:0005654;GO:0003682;GO:0000981;GO:0018024;GO:0003714;GO:0009653;GO:0006338;GO:0006348;GO:0006343;GO:0021766;GO:0070734;GO:0000122;GO:0045944
TRINITY_DN3381_c0_g1	GO:0004029;GO:0043878;GO:0006068
TRINITY_DN6534_c0_g1	GO:0005930;GO:0035082
TRINITY_DN2570_c0_g1	GO:0005829;GO:0000123;GO:0045111;GO:0005634;GO:0046872;GO:0035064;GO:0003713;GO:0006915;GO:0007050;GO:0006978;GO:0006260;GO:0043966;GO:0043983;GO:0043981;GO:0043982;GO:0008285;GO:0045926;GO:0045892;GO:0043065
TRINITY_DN6701_c0_g1	GO:0005737;GO:0005829;GO:0005634;GO:0036501;GO:0034098;GO:0051117;GO:0036435;GO:0031593;GO:0044877;GO:0005102;GO:0071712;GO:0039536;GO:0032480;GO:0030970;GO:0030433;GO:0006511
TRINITY_DN14509_c0_g1	GO:0005769;GO:0005634;GO:0055037;GO:0000151;GO:0046872;GO:0004842;GO:0051865;GO:0006511
TRINITY_DN11853_c0_g1	GO:0005634;GO:0005524;GO:0016887;GO:0008270;GO:1990918;GO:0007276;GO:0007129
TRINITY_DN9355_c0_g1	GO:0005764;GO:0004559;GO:0030246;GO:0046872;GO:0006013
TRINITY_DN11946_c0_g1	GO:0005788;GO:0016020;GO:0005509;GO:0004571;GO:1904382;GO:0006486;GO:0006986
TRINITY_DN6385_c0_g1	GO:0016021;GO:0005524;GO:0005525;GO:0004383;GO:0004672
TRINITY_DN8091_c0_g1	GO:0019898;GO:0005811;GO:0005654;GO:0000407;GO:0034045;GO:0000045;GO:0000422;GO:0044804
TRINITY_DN6874_c0_g1	GO:0030424;GO:0005954;GO:0005737;GO:0030425;GO:0043005;GO:0045211;GO:0048786;GO:0005524;GO:0005516;GO:0004683;GO:0004674;GO:0009267;GO:0007268;GO:0007619;GO:0007611;GO:0007616;GO:0008049;GO:0050710;GO:0010888;GO:0007528;GO:1990443;GO:0006468;GO:0051489;GO:0060278;GO:0008582
TRINITY_DN5724_c0_g1	GO:0010494;GO:0005829;GO:0016281;GO:0005634;GO:0043186;GO:0005524;GO:0003723;GO:0003724;GO:0046332;GO:0003743;GO:0002183;GO:0048132;GO:0030718;GO:0000278;GO:0030514;GO:0048477;GO:0007279;GO:0032436;GO:0000381;GO:0006413
TRINITY_DN5519_c0_g1	GO:0005623;GO:0070062;GO:1990454;GO:0005886;GO:0016529;GO:0005891;GO:0046872;GO:0005245;GO:0098703;GO:0061577;GO:0006816;GO:0060402;GO:0061337;GO:0086002;GO:1904646;GO:0086048;GO:1901843;GO:1902514;GO:0051924;GO:0086091;GO:0098903;GO:0060307
TRINITY_DN7564_c0_g1	
TRINITY_DN8322_c0_g1	GO:0016235;GO:0044753;GO:0044754;GO:0005776;GO:0005737;GO:0005829;GO:0005783;GO:0016234;GO:0043231;GO:0005770;GO:0097413;GO:0005739;GO:0000932;GO:0000407;GO:0016605;GO:0030017;GO:0097225;GO:0019899;GO:0042802;GO:0035255;GO:0070530;GO:0019901;GO:0005080;GO:0044877;GO:0042169;GO:0003712;GO:0043130;GO:0031625;GO:0008270;GO:0035973;GO:0006915;GO:0006914;GO:0030154;GO:0007032;GO:0002376;GO:0016236;GO:0007005;GO:0000423;GO:0031397;GO:0000122;GO:1900273;GO:1903078;GO:0001934;GO:1905719;GO:0043122;GO:0061635;GO:0002931;GO:0098780;GO:0061912
TRINITY_DN11350_c0_g1	GO:0000123;GO:0043984;GO:0043981;GO:0043982
TRINITY_DN7698_c0_g1	GO:0005737;GO:0005615;GO:0005125;GO:0004347;GO:0006094;GO:0051156;GO:0006096
TRINITY_DN12023_c0_g1	GO:0005737;GO:0020037
TRINITY_DN4036_c0_g1	GO:0005911;GO:0005581;GO:0062023;GO:0005788;GO:0031012;GO:0005576;GO:0005615;GO:0005201;GO:0008201;GO:0030674;GO:0007155;GO:0030154;GO:0098609;GO:0007160;GO:0030574;GO:0030198;GO:0001763;GO:0007519;GO:0001501
TRINITY_DN4846_c0_g1	GO:0005576;GO:0005509;GO:0004623;GO:0050482;GO:0016042;GO:0006644
TRINITY_DN13646_c0_g1	GO:0016021;GO:0005509;GO:0007160
TRINITY_DN6580_c0_g1	GO:0005829;GO:0005921;GO:0005096;GO:0017137;GO:0090630;GO:0007050;GO:0006886;GO:0048227;GO:0045732;GO:0032486;GO:0032483
TRINITY_DN10373_c0_g1	GO:0005623;GO:0005737;GO:0005783;GO:0005793;GO:0005615;GO:0005797;GO:0005640;GO:0005634;GO:0043204;GO:0005509;GO:0003677;GO:0001965;GO:0005085;GO:0005164;GO:0006874;GO:1901142;GO:0032099;GO:0043951;GO:0045599;GO:0070093;GO:0046627;GO:0046321;GO:2000845;GO:0007264
TRINITY_DN10378_c0_g1	GO:0031012;GO:0005615;GO:0005509;GO:0005518;GO:0050840;GO:0005539;GO:0008191;GO:0048856;GO:0010951;GO:0019800
TRINITY_DN4945_c0_g1	GO:0016021;GO:0007186;GO:0019236
TRINITY_DN11138_c0_g1	GO:0009897;GO:0005615;GO:0019897;GO:0005178;GO:0008429;GO:0001786;GO:0001525;GO:0043277;GO:0007155;GO:0006911;GO:0006910;GO:0008284;GO:0050766;GO:0043627;GO:0007338
TRINITY_DN5308_c0_g1	GO:0009535;GO:0016021;GO:0009522;GO:0009523;GO:0016168;GO:0046872;GO:0009765;GO:0018298
TRINITY_DN3647_c0_g1	GO:0005829;GO:0036126;GO:0015631;GO:0030154;GO:0001578;GO:0046785;GO:0032273;GO:1901317;GO:0007283
TRINITY_DN2973_c0_g1	GO:0005581;GO:0005576;GO:0005201
TRINITY_DN4948_c0_g1	GO:0032420;GO:0004096;GO:0020037;GO:0007605
TRINITY_DN13187_c0_g1	GO:0005829;GO:0016607;GO:0005634;GO:0005681;GO:0051018;GO:0003723;GO:0042113;GO:0006397;GO:0043484;GO:0006355;GO:0008380;GO:0007165
TRINITY_DN13320_c0_g1	GO:0031410;GO:0030659;GO:0016021;GO:0005886;GO:0042383;GO:0030315;GO:0005509;GO:0005544;GO:0005543;GO:0002281;GO:0061025;GO:0002280;GO:0050765;GO:0007009;GO:0001778;GO:0033292;GO:0006906
TRINITY_DN1621_c0_g1	GO:0005737;GO:0005654;GO:0005634;GO:0005524;GO:0046872;GO:0004674;GO:0042162;GO:0006281;GO:0000184;GO:0018105;GO:0046854;GO:0046777;GO:2001020;GO:0032204
TRINITY_DN8780_c0_g1	
TRINITY_DN4158_c0_g1	GO:0005576;GO:0005509;GO:0005112;GO:0007160
TRINITY_DN3507_c0_g1	GO:0071013;GO:0005634;GO:0000398;GO:0007399
TRINITY_DN14084_c0_g1	GO:0030424;GO:0005604;GO:0030054;GO:0062023;GO:0036062;GO:0008021;GO:0005102;GO:0009887;GO:0007411;GO:0071711;GO:0033627;GO:0035001;GO:0007507;GO:0035011;GO:0007498;GO:0045886;GO:0030155;GO:0030334;GO:0045995;GO:0034446;GO:0009888
TRINITY_DN7983_c0_g1	GO:0005829;GO:0004066;GO:0005524;GO:0006529;GO:0042149;GO:0006541;GO:0070981;GO:0043066;GO:0045931
TRINITY_DN1790_c0_g1	GO:0005737;GO:0005829;GO:0051539;GO:0017113;GO:0051536;GO:0046872;GO:0050661;GO:0002058;GO:0019483;GO:0006214;GO:0006210;GO:0006212
TRINITY_DN9324_c0_g1	GO:0005911;GO:0016020;GO:0000790;GO:0005654;GO:0005634;GO:0031490;GO:0001228;GO:0003700;GO:0000981;GO:0001161;GO:0043565;GO:0061713;GO:0070830;GO:0007420;GO:0043010;GO:0003208;GO:0007155;GO:0034329;GO:0008283;GO:0048701;GO:0042733;GO:0008544;GO:0003382;GO:0060672;GO:0090132;GO:0060324;GO:0060487;GO:0060463;GO:0035264;GO:0045617;GO:0001843;GO:0021915;GO:0051973;GO:0045944;GO:0044030;GO:0006357
TRINITY_DN10952_c0_g1	GO:0005783;GO:0005615;GO:0005764;GO:0009505;GO:0000325;GO:0004197;GO:0048658;GO:0050832;GO:0009626;GO:0009555;GO:0010623;GO:0051603
TRINITY_DN8757_c0_g1	GO:0005829;GO:0005768;GO:0031941;GO:0005815;GO:0005654;GO:0005886;GO:0030036;GO:0006897;GO:0015031
TRINITY_DN14723_c0_g1	GO:0022625;GO:0046872;GO:0003723;GO:0019843;GO:0003735;GO:0002181
TRINITY_DN14157_c0_g1	GO:0045179;GO:0043296;GO:0016324;GO:0005923;GO:0005623;GO:0005829;GO:0005730;GO:0005654;GO:0000132;GO:1904777;GO:0008284;GO:0090175;GO:0098725
TRINITY_DN12313_c0_g1	GO:0005623;GO:0005829;GO:0031430;GO:0045202;GO:0030018;GO:0043531;GO:0005524;GO:0004618;GO:0007268;GO:0006094;GO:0006096;GO:0046716;GO:0016310;GO:1903862
TRINITY_DN1674_c0_g1	GO:0035097;GO:0044666;GO:0005654;GO:0005634;GO:0003677;GO:0042393;GO:0042054;GO:0042800;GO:0046872;GO:0003723;GO:0003713;GO:0016746;GO:0097692;GO:0045944;GO:0045652
TRINITY_DN11246_c0_g1	GO:0009535;GO:0016021;GO:0009522;GO:0051539;GO:0016168;GO:0009055;GO:0000287;GO:0015979;GO:0018298
TRINITY_DN7161_c0_g1	GO:0001669;GO:0031514;GO:0060271;GO:0007224
TRINITY_DN5958_c0_g1	GO:0005576
TRINITY_DN631_c0_g1	GO:0005615;GO:0004866;GO:0006958;GO:0006954;GO:0045087
TRINITY_DN11425_c0_g1	GO:0005509
TRINITY_DN6158_c0_g1	GO:0005737;GO:0005829;GO:0005654;GO:0005634;GO:0000932;GO:0000502;GO:0005839;GO:0019773;GO:0004175;GO:0004298;GO:0010498;GO:0010499;GO:0043161
TRINITY_DN14175_c0_g1	GO:0005794;GO:0000139;GO:0016021;GO:0015016;GO:0019213;GO:0042328;GO:0008146;GO:0015014;GO:0030210
TRINITY_DN8488_c0_g1	GO:0009986;GO:0005783;GO:0005795;GO:0005539;GO:0017095;GO:0046872;GO:0008449;GO:0015015
