,HA1,CA2,HB2,CB3,CB4,HB5,HB6,CC2,CC3,CD2,CD4,HD6,CF8,HK4,HN1,HO1,HO2,CO4,CQ2,HQ3,CQ4,CQ5,HQ6
TRINITY_DN7066_c0_g1,8,7,0,2,4,3,2,4,3,13,3,7,8,3,3,3,11,2,5,2,7,13,1
TRINITY_DN7067_c0_g1,16,26,7,17,40,10,7,0,0,69,13,4,0,27,1,8,26,20,41,3,10,21,3
TRINITY_DN7068_c0_g1,7,5,4,3,0,4,2,2,4,8,7,3,3,4,5,7,3,9,1,2,6,8,10
TRINITY_DN7069_c0_g1,46,76,79,34,50,43,49,28,41,75,14,13,64,58,10,31,46,37,51,17,21,63,41
TRINITY_DN7070_c0_g1,3,5,2,1,1,2,1,0,3,4,2,1,4,4,0,1,6,10,1,2,0,5,1
TRINITY_DN7071_c0_g1,9,0,29,0,1,9,6,1,0,0,0,0,3,1,10,19,0,0,0,7,1,0,0
TRINITY_DN7072_c0_g1,3,5,13,6,6,5,4,18,5,12,5,5,15,10,2,12,6,11,6,4,8,3,4
TRINITY_DN7073_c0_g1,14,14,11,5,11,4,3,17,7,16,5,6,18,10,5,10,10,7,13,4,11,14,3
TRINITY_DN7074_c0_g1,16,16,7,8,5,9,6,12,14,36,5,2,19,15,8,12,13,14,19,9,36,27,23
TRINITY_DN7075_c0_g1,9,4,25,7,8,6,5,15,5,23,2,7,11,12,2,15,10,5,8,1,5,5,10
TRINITY_DN7076_c0_g1,2,2,8,8,2,3,2,1,1,9,7,13,7,2,2,2,5,3,20,21,0,23,2
TRINITY_DN7077_c0_g1,47,28,37,10,11,28,13,22,18,33,26,22,20,33,35,48,34,44,27,22,33,52,57
TRINITY_DN7078_c0_g1,1,3,0,3,2,0,0,5,2,11,0,0,17,1,1,5,1,6,7,1,9,20,0
TRINITY_DN7079_c0_g1,68,58,66,37,27,38,24,37,35,102,24,36,64,73,32,73,48,73,60,25,47,85,78
TRINITY_DN7080_c0_g1,3,3,0,0,0,0,0,1,0,4,0,0,2,1,3,0,1,2,1,1,1,1,2
TRINITY_DN7081_c0_g1,2,3,4,1,2,2,2,2,2,6,0,0,5,2,1,3,1,1,6,1,3,1,5
TRINITY_DN7082_c0_g1,4,3,6,1,2,4,0,3,1,4,3,1,3,3,0,1,5,3,1,0,4,0,3
TRINITY_DN7084_c0_g1,16,2,8,5,2,4,4,4,9,23,10,20,3,2,0,8,6,6,10,7,4,5,3
TRINITY_DN7085_c0_g1,0,0,0,0,0,0,0,0,0,31,57,61,91,0,0,0,2,25,0,0,0,0,0
TRINITY_DN7086_c0_g1,1,3,2,1,1,0,1,2,1,1,2,0,2,3,0,0,1,2,2,0,2,4,3
TRINITY_DN7087_c0_g1,7,25,22,10,20,10,7,19,14,22,9,5,18,19,7,20,6,12,19,5,32,76,12
TRINITY_DN7088_c0_g1,8,95,6,12,42,10,2,55,35,184,81,34,114,7,0,26,15,113,103,7,265,139,0
TRINITY_DN7089_c0_g1,2,6,2,2,0,4,2,6,5,14,7,1,5,0,1,12,0,5,8,2,4,11,0
TRINITY_DN708_c0_g1,6,25,12,14,12,11,16,14,12,28,3,5,10,6,6,14,14,14,21,6,8,19,4
TRINITY_DN7090_c0_g1,7,21,23,10,10,15,6,11,8,21,2,3,18,5,2,18,16,19,21,6,16,31,14
TRINITY_DN7091_c0_g1,5,2,5,4,0,0,1,2,7,7,3,1,2,3,5,5,8,9,4,0,6,5,12
TRINITY_DN7092_c0_g1,26,9,22,12,5,16,15,8,5,14,2,4,15,12,10,9,12,8,4,3,13,7,31
TRINITY_DN7093_c0_g1,23,23,17,15,15,10,9,4,13,61,10,4,22,12,8,19,1,10,10,4,4,8,30
TRINITY_DN7094_c0_g1,0,5,9,3,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,5
TRINITY_DN7095_c0_g1,17,11,5,1,2,2,3,5,3,6,1,4,5,4,2,15,3,10,5,3,11,12,4
TRINITY_DN7096_c0_g1,16,16,17,7,9,15,6,19,13,33,28,17,8,15,15,24,19,11,17,11,35,27,21
TRINITY_DN7097_c0_g1,1,2,3,1,2,2,3,2,2,2,0,0,5,1,0,1,2,3,1,0,0,1,5
TRINITY_DN7098_c0_g1,6,3,1,1,3,2,3,2,0,0,2,4,9,4,1,2,1,4,1,2,0,1,1
TRINITY_DN7099_c0_g1,1,1,1,0,0,1,1,2,2,2,0,2,7,1,0,1,0,0,2,0,1,2,0
TRINITY_DN70_c0_g1,0,0,0,0,0,0,0,0,0,229,100,74,88,0,0,0,10,586,0,0,0,0,0
TRINITY_DN7100_c0_g1,16,27,33,14,9,11,19,23,7,24,7,8,23,6,5,16,20,20,12,9,22,21,17
TRINITY_DN7101_c0_g1,3,8,3,4,2,2,1,12,5,16,11,6,5,10,2,3,4,11,8,4,11,14,4
TRINITY_DN7103_c0_g1,3,0,1,8,2,1,3,2,2,4,3,2,5,4,2,4,5,5,0,0,1,4,12
TRINITY_DN7105_c0_g1,2,1,0,1,2,1,0,0,1,2,0,0,2,3,0,3,0,2,0,0,0,4,0
TRINITY_DN7106_c0_g1,4,8,1,1,3,1,4,2,1,10,0,2,4,3,0,3,1,1,8,0,3,7,2
TRINITY_DN7107_c0_g1,4,0,3,2,1,2,2,8,2,9,3,1,2,4,1,3,5,4,1,1,5,3,2
TRINITY_DN7108_c0_g1,1,2,1,0,1,0,0,1,0,0,0,0,7,2,0,2,3,3,12,0,2,3,0
TRINITY_DN7109_c0_g1,23,24,32,15,13,18,18,14,11,42,8,15,12,17,13,20,29,16,14,11,14,24,25
TRINITY_DN7110_c0_g1,6,7,11,3,2,3,3,3,6,6,1,2,6,3,0,3,5,6,3,1,5,8,7
TRINITY_DN7112_c0_g1,4,14,5,4,3,1,0,1,1,5,0,0,3,1,2,2,1,5,2,0,3,4,2
TRINITY_DN7113_c0_g1,6,8,2,4,4,2,2,6,5,12,9,1,7,1,3,6,3,9,11,5,8,4,3
TRINITY_DN7114_c0_g1,0,0,0,0,0,0,0,0,0,4,5,2,8,0,0,0,0,8,0,0,0,0,0
TRINITY_DN7115_c0_g1,7,11,3,3,5,4,0,6,1,10,5,4,6,1,4,5,2,2,6,5,9,6,4
TRINITY_DN7116_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,7,1,0,0,0,0,0,6
TRINITY_DN7117_c0_g1,6,2,7,2,5,2,5,2,1,4,0,1,4,3,4,0,8,1,3,0,1,4,2
TRINITY_DN7118_c0_g1,0,0,9,0,5,2,6,0,0,0,1,0,9,6,0,10,0,2,0,0,0,0,0
TRINITY_DN7119_c0_g1,14,11,11,1,3,7,4,10,8,25,5,7,10,6,9,18,11,20,15,6,16,20,19
TRINITY_DN711_c0_g1,17,17,20,13,8,9,7,15,10,31,11,3,10,10,2,16,12,15,10,6,11,11,14
TRINITY_DN7120_c0_g1,1,0,0,2,1,0,1,2,2,2,1,0,0,0,0,2,0,0,6,1,2,2,0
TRINITY_DN7121_c0_g1,84,42,83,18,23,42,31,40,28,58,27,40,64,74,29,107,60,36,40,31,45,37,39
TRINITY_DN7122_c0_g1,3,7,3,6,4,7,2,1,2,4,1,0,5,4,2,4,5,1,4,1,1,7,0
TRINITY_DN7123_c0_g1,8,0,10,1,2,4,2,3,1,7,0,1,9,2,0,0,2,12,5,1,2,5,3
TRINITY_DN7124_c0_g1,39,58,98,36,64,115,32,85,84,39,67,91,29,32,30,72,64,61,182,101,71,94,66
TRINITY_DN7125_c0_g1,14,28,30,19,21,17,13,13,16,42,6,6,17,14,11,17,26,19,27,2,19,39,29
TRINITY_DN7126_c0_g1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN7127_c0_g1,2,0,5,3,2,7,2,0,0,3,0,0,0,1,0,6,0,0,1,2,1,2,0
TRINITY_DN7128_c0_g1,0,4,0,2,1,0,1,4,4,36,2,0,3,0,0,4,0,11,5,1,34,16,0
TRINITY_DN7129_c0_g1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,3
TRINITY_DN7130_c0_g1,1,5,5,4,6,1,1,5,1,3,4,4,5,4,0,1,3,3,3,2,1,4,3
TRINITY_DN7131_c0_g1,4,1,3,0,1,1,3,0,0,3,2,1,0,2,9,0,7,0,2,1,2,1,3
TRINITY_DN7132_c0_g1,41,57,96,29,25,25,22,12,1,103,23,49,70,70,33,31,39,23,29,29,42,70,58
TRINITY_DN7133_c0_g1,0,0,0,0,0,0,0,0,0,2,8,5,12,0,0,0,1,22,0,0,0,0,0
TRINITY_DN7134_c0_g1,0,2,4,2,1,2,0,4,1,4,2,0,0,1,5,1,2,3,0,0,0,2,5
TRINITY_DN7135_c0_g1,9,15,5,2,4,1,5,5,4,11,3,1,10,2,5,6,10,6,13,2,6,4,3
TRINITY_DN7136_c0_g1,0,1,16,5,0,4,4,10,1,2,1,1,5,2,0,1,2,1,4,2,1,2,1
TRINITY_DN7137_c0_g1,4,3,1,2,0,0,1,1,2,7,1,1,1,0,2,6,0,6,5,1,6,2,9
TRINITY_DN7138_c0_g1,5,1,1,3,2,2,1,2,1,4,3,1,8,1,0,3,2,1,1,0,0,2,1
TRINITY_DN7139_c0_g1,29,22,16,14,13,21,6,22,16,31,8,15,22,16,9,18,13,16,16,10,18,37,17
TRINITY_DN713_c0_g1,20,26,28,7,16,13,12,12,7,26,9,7,15,10,13,12,7,10,19,7,14,14,15
TRINITY_DN7140_c0_g1,6,3,6,7,3,1,2,5,2,4,6,2,8,3,1,4,6,1,5,0,6,4,0
TRINITY_DN7141_c0_g1,2,11,12,3,4,9,13,4,2,3,2,0,4,10,4,7,6,3,5,0,5,9,17
TRINITY_DN7142_c0_g1,7,8,11,5,6,6,2,5,3,13,2,2,7,9,5,5,8,4,12,3,19,8,12
TRINITY_DN7143_c0_g1,4,4,3,7,3,6,4,2,1,2,0,0,5,2,1,3,7,1,7,2,7,5,3
TRINITY_DN7144_c0_g1,17,13,26,15,8,5,12,9,3,22,6,8,12,11,4,9,7,14,6,7,18,11,13
TRINITY_DN7145_c0_g1,0,1,1,5,1,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,1,0,0
TRINITY_DN7146_c0_g1,32,40,57,24,21,27,26,24,34,93,20,23,60,40,20,31,26,36,31,20,31,37,26
TRINITY_DN7147_c0_g1,1,0,151,38,29,31,140,1,0,1,0,0,2,1,0,0,28,1,2,1,1,0,1
TRINITY_DN7148_c0_g1,1,27,1,22,22,2,2,37,12,53,14,2,14,1,0,0,3,19,15,0,21,12,0
TRINITY_DN7149_c0_g1,31,183,40,103,66,30,22,199,94,319,17,2,208,14,1,60,23,148,124,5,268,395,0
TRINITY_DN714_c0_g1,28,15,27,15,18,10,15,12,8,12,4,5,11,22,4,8,9,10,7,9,15,36,4
TRINITY_DN7151_c0_g1,2,2,6,2,1,4,6,0,1,0,1,1,3,2,3,3,5,3,1,6,2,2,9
TRINITY_DN7152_c0_g1,6,4,16,10,10,5,3,11,5,14,2,2,8,5,1,7,4,9,5,1,8,9,3
TRINITY_DN7153_c0_g1,4,2,2,17,2,1,1,2,2,2,2,1,6,1,1,3,1,1,1,0,3,3,2
TRINITY_DN7154_c0_g1,6,14,6,10,8,9,1,6,8,6,3,2,1,4,2,5,9,6,11,0,4,2,4
TRINITY_DN7155_c0_g1,11,6,17,4,0,3,6,3,2,13,2,6,4,11,3,14,14,8,1,1,5,6,22
TRINITY_DN7156_c0_g1,3,4,5,5,3,4,3,4,2,3,1,1,5,0,0,5,3,2,1,0,2,3,7
TRINITY_DN7157_c0_g1,2,8,6,0,6,5,2,0,1,9,8,11,6,2,3,8,6,6,4,3,13,11,4
TRINITY_DN7158_c0_g1,23,14,0,0,0,0,0,0,0,18,2,9,0,10,0,13,11,0,31,0,1,0,0
TRINITY_DN7159_c0_g1,56,38,42,32,27,29,14,42,44,51,21,13,47,35,17,27,30,49,28,17,43,47,96
TRINITY_DN715_c0_g1,0,1,0,4,7,1,0,2,2,2,0,0,1,3,1,0,1,0,0,0,1,2,2
TRINITY_DN7160_c0_g1,1,9,1,1,0,0,0,4,4,2,2,2,9,2,0,0,1,2,1,1,0,2,2
TRINITY_DN7161_c0_g1,5,9,15,2,2,11,11,7,2,5,2,4,7,4,6,5,8,10,5,14,8,6,12
TRINITY_DN7162_c0_g1,2,1,1,2,1,3,1,1,1,2,2,0,2,1,1,2,0,0,2,0,0,0,6
TRINITY_DN7163_c0_g1,28,17,30,6,3,8,7,15,17,28,5,9,16,18,23,28,23,20,17,16,26,21,41
TRINITY_DN7164_c0_g1,0,9,3,1,0,2,1,9,3,2,6,6,1,1,2,14,0,3,18,6,5,3,42
TRINITY_DN7165_c0_g1,8,8,10,8,10,4,2,13,6,15,7,4,22,2,2,3,5,9,23,3,16,17,10
TRINITY_DN7166_c0_g1,1,8,1,2,0,1,0,0,0,5,0,1,9,2,0,5,3,10,0,1,3,8,1
TRINITY_DN7167_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,62,0,0,0,0,0
TRINITY_DN7168_c0_g1,5,11,9,2,5,7,2,2,1,0,0,0,6,6,6,21,7,10,5,14,11,23,12
TRINITY_DN7169_c0_g1,50,56,92,10,10,27,30,43,29,78,68,17,17,81,1,90,37,31,42,24,67,43,23
TRINITY_DN716_c0_g1,7,28,3,5,13,3,2,13,7,41,34,6,14,2,15,55,5,65,51,14,75,32,12
TRINITY_DN7170_c0_g1,0,0,1,1,0,1,2,0,4,1,0,1,6,1,1,2,3,1,0,0,1,3,2
TRINITY_DN7171_c0_g1,4,4,9,3,2,2,5,5,2,6,2,0,4,2,2,3,8,2,1,1,2,4,4
TRINITY_DN7172_c0_g1,19,85,39,34,0,15,9,14,2,121,20,30,3,88,12,36,57,14,11,0,17,22,112
TRINITY_DN7173_c0_g1,11,7,0,0,0,0,0,0,0,3,0,0,0,4,0,2,0,6,2,1,0,0,0
TRINITY_DN7174_c0_g1,1,3,8,3,0,2,2,10,0,1,3,0,7,0,1,5,1,0,1,3,0,0,2
TRINITY_DN7175_c0_g1,0,0,0,0,0,0,0,0,0,5,1,0,8,0,0,0,0,14,1,0,0,0,0
TRINITY_DN7176_c0_g1,0,0,4,2,2,2,2,0,0,4,0,1,7,1,17,2,3,3,0,4,12,6,10
TRINITY_DN7177_c0_g1,3,0,1,2,0,0,2,0,0,0,0,1,0,1,3,2,2,1,0,0,0,0,17
TRINITY_DN7178_c0_g1,7,6,14,9,3,5,7,4,5,9,0,2,11,9,1,4,7,6,8,6,8,12,2
TRINITY_DN7179_c0_g1,7,2,2,3,2,0,3,1,2,3,1,2,0,1,1,3,3,0,5,0,3,1,5
TRINITY_DN7180_c0_g1,2,5,2,6,2,5,0,2,0,6,4,4,8,3,2,2,2,0,7,4,7,12,1
TRINITY_DN7181_c0_g1,13,18,22,3,3,8,6,12,6,21,8,8,4,4,11,16,9,11,11,5,18,18,24
TRINITY_DN7182_c0_g1,13,2,12,1,4,1,2,2,3,7,7,4,2,5,7,20,7,4,7,3,12,11,7
TRINITY_DN7184_c0_g1,1,3,0,4,1,0,0,6,0,21,0,0,6,23,0,0,0,5,0,0,23,10,0
TRINITY_DN7185_c0_g1,35,29,51,27,25,30,28,18,20,40,6,10,27,46,11,55,30,27,25,15,34,51,43
TRINITY_DN7186_c0_g1,63,66,79,73,56,70,33,80,54,68,28,42,62,70,51,142,85,45,68,36,50,66,63
TRINITY_DN7187_c0_g1,8,6,8,1,5,4,2,9,3,18,3,2,5,6,3,9,8,4,4,3,8,4,2
TRINITY_DN7188_c0_g1,5,6,8,5,0,2,2,2,3,12,1,0,1,0,4,1,3,3,3,2,11,5,6
TRINITY_DN7189_c0_g1,3,7,9,6,6,3,7,3,9,10,1,0,13,6,3,7,3,4,9,3,4,5,7
TRINITY_DN718_c1_g1,3,10,8,8,4,9,2,10,9,13,7,6,9,11,0,12,1,4,6,4,7,8,24
TRINITY_DN7190_c0_g1,26,18,43,17,10,16,12,35,12,22,1,4,28,20,6,17,12,9,13,4,22,8,15
TRINITY_DN7191_c0_g1,1,0,6,2,1,6,5,3,2,0,0,0,29,1,2,1,10,15,12,2,3,1,6
TRINITY_DN7192_c0_g1,13,32,15,4,24,8,14,95,98,81,20,15,117,65,11,13,24,18,37,7,23,31,43
TRINITY_DN7193_c0_g1,3,8,2,3,1,6,1,3,5,7,5,1,6,3,3,5,4,4,2,4,9,7,6
TRINITY_DN7194_c0_g1,6,22,9,5,8,3,3,6,8,18,10,7,11,12,5,16,14,9,11,8,21,16,17
TRINITY_DN7195_c0_g1,1,4,1,1,1,1,1,5,2,2,1,0,4,2,3,4,1,4,2,3,0,4,3
TRINITY_DN7196_c0_g1,0,6,5,3,3,3,3,1,0,8,5,0,1,0,0,4,3,0,11,1,4,9,1
TRINITY_DN7197_c0_g1,1,0,6,0,2,2,1,2,2,1,0,0,2,1,0,0,1,1,2,6,2,0,1
TRINITY_DN7198_c0_g1,1,3,5,3,4,5,4,6,0,4,1,5,4,0,2,1,3,1,1,3,7,5,4
TRINITY_DN7199_c0_g1,2,3,1,2,2,0,1,8,7,4,2,2,14,10,2,1,1,3,9,2,11,19,2
TRINITY_DN719_c0_g1,77,61,150,14,20,37,24,72,34,128,36,31,37,63,26,85,46,61,43,28,51,39,137
TRINITY_DN7200_c0_g1,7,22,12,24,20,12,16,18,26,0,0,0,47,22,1,16,8,10,0,2,9,21,6
TRINITY_DN7201_c0_g1,0,1,2,0,3,1,0,1,1,0,2,0,2,2,0,3,0,3,1,1,1,1,1
TRINITY_DN7202_c0_g1,1,4,4,4,2,1,0,0,0,7,3,0,0,2,0,4,2,3,2,0,2,5,4
TRINITY_DN7203_c0_g1,9,3,3,3,0,0,1,3,1,0,0,1,0,1,6,1,7,0,4,1,1,0,1
TRINITY_DN7204_c0_g1,0,0,0,0,0,0,0,0,0,11,6,6,0,0,1,1,0,0,0,0,1,0,1
TRINITY_DN7205_c0_g1,4,0,1,5,0,0,1,1,2,1,1,1,0,6,6,1,1,1,0,1,0,1,14
TRINITY_DN7206_c0_g1,15,22,27,8,10,9,9,29,10,33,8,6,11,15,13,15,13,17,25,20,30,16,31
TRINITY_DN7207_c0_g1,6,1,2,0,0,0,1,4,2,2,0,0,5,0,0,1,1,3,0,0,1,2,0
TRINITY_DN7208_c0_g1,2,3,5,0,1,1,0,1,1,4,0,0,1,1,3,4,1,0,3,6,2,2,2
TRINITY_DN720_c0_g1,35,19,63,8,5,21,21,10,4,15,1,15,28,88,14,13,6,15,31,17,28,19,8
TRINITY_DN7210_c0_g1,18,21,39,24,29,49,33,17,20,47,11,29,12,54,11,18,20,20,45,10,16,19,14
TRINITY_DN7211_c0_g1,5,9,7,6,3,4,1,7,2,6,1,1,7,0,0,1,1,6,1,1,2,4,5
TRINITY_DN7212_c0_g1,2,2,2,1,2,3,2,0,4,0,0,0,4,2,0,0,0,2,0,0,1,1,1
TRINITY_DN7213_c0_g1,6,5,1,0,1,0,0,1,3,14,6,3,7,0,0,3,3,6,4,0,13,9,2
TRINITY_DN7214_c0_g1,8,0,1,5,0,2,0,1,0,0,0,0,1,0,0,4,3,1,2,0,7,7,1
TRINITY_DN7215_c0_g1,3,3,1,2,0,4,3,4,1,7,3,3,10,4,4,3,2,6,2,1,8,7,5
TRINITY_DN7216_c0_g1,4,0,4,11,1,0,2,6,1,1,0,1,1,3,12,3,0,22,2,8,12,9,0
TRINITY_DN7217_c0_g1,27,30,46,14,21,22,18,14,16,42,14,7,39,46,13,26,29,52,23,20,19,34,43
TRINITY_DN7218_c0_g1,9,3,1,1,1,5,0,5,3,10,1,1,2,11,1,5,4,2,2,0,7,5,8
TRINITY_DN7219_c0_g1,6,10,2,0,8,2,4,6,1,8,6,4,4,3,2,8,5,1,11,2,12,15,3
TRINITY_DN721_c0_g1,10,22,15,7,6,9,4,9,8,34,13,9,8,10,4,15,9,14,25,10,24,36,18
TRINITY_DN7220_c0_g1,6,5,9,4,3,0,7,9,8,3,0,1,6,10,3,7,6,10,8,1,0,5,12
TRINITY_DN7221_c0_g1,3,9,4,6,4,4,1,2,2,4,4,2,6,2,1,4,1,1,7,0,0,5,1
TRINITY_DN7222_c0_g1,55,5,67,9,6,45,19,9,5,11,4,6,7,40,6,42,7,6,1,23,4,15,8
TRINITY_DN7223_c0_g1,6,2,5,1,0,1,4,3,2,1,0,0,3,2,1,2,6,0,1,0,0,3,1
TRINITY_DN7224_c0_g1,17,11,29,6,4,8,7,6,7,19,2,4,2,10,2,7,4,6,8,2,8,4,22
TRINITY_DN7225_c0_g1,13,18,9,12,20,15,8,13,17,26,11,6,21,5,5,5,10,14,14,7,23,24,9
TRINITY_DN7226_c0_g1,4,10,3,15,5,2,3,1,1,6,3,0,10,7,1,14,6,12,3,2,2,9,3
TRINITY_DN7227_c0_g1,2,2,5,6,6,4,9,2,7,14,4,2,5,5,2,3,7,6,2,2,10,5,10
TRINITY_DN7228_c0_g1,2,5,5,6,5,5,1,1,3,7,7,1,11,4,1,4,4,2,12,0,18,14,0
TRINITY_DN7229_c0_g1,10,10,16,7,10,10,12,14,7,15,4,5,19,7,3,10,7,8,13,7,7,10,7
TRINITY_DN722_c0_g1,10,9,25,3,5,10,9,3,4,18,8,4,7,5,7,5,7,5,13,6,16,22,15
TRINITY_DN7230_c0_g1,6,38,12,7,4,2,5,35,10,54,21,2,15,1,2,6,3,29,26,8,114,51,6
TRINITY_DN7231_c0_g1,0,18,1,3,1,2,0,13,6,15,7,0,8,0,1,2,0,13,5,0,56,27,0
TRINITY_DN7232_c0_g1,0,4,0,1,0,1,0,0,0,3,1,0,3,2,2,1,3,0,1,0,3,3,0
TRINITY_DN7233_c0_g1,11,7,7,2,4,4,1,3,2,4,4,3,5,5,5,11,11,7,7,1,5,9,18
TRINITY_DN7234_c0_g1,0,6,2,0,0,1,3,2,0,1,2,2,0,0,1,0,2,0,2,0,1,1,0
TRINITY_DN7235_c0_g1,18,24,70,12,14,17,37,29,9,27,11,5,42,7,0,7,21,14,20,9,16,9,12
TRINITY_DN7237_c0_g1,0,8,12,7,8,6,3,7,4,6,2,1,7,2,15,12,3,2,9,7,2,4,14
TRINITY_DN7238_c0_g1,6,2,6,8,11,3,4,10,2,18,8,2,7,2,4,6,4,8,7,10,12,7,12
TRINITY_DN7239_c0_g1,12,2,4,3,1,2,5,9,1,13,1,8,5,4,2,2,2,4,3,14,7,5,6
TRINITY_DN723_c0_g1,7,7,6,2,6,6,1,2,1,4,2,0,5,4,0,3,2,1,5,2,3,1,3
TRINITY_DN7240_c0_g1,7,14,6,2,1,0,1,4,3,22,10,5,15,2,0,11,2,21,2,1,13,7,1
TRINITY_DN7241_c0_g1,0,0,3,0,1,0,1,0,0,5,1,0,0,0,4,5,8,2,3,0,8,9,0
TRINITY_DN7242_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,3,6,1
TRINITY_DN7243_c0_g1,0,0,110,0,5,9,34,0,0,0,0,0,0,0,1,0,20,0,0,1,0,0,0
TRINITY_DN7244_c0_g1,1,2,2,1,0,0,2,1,4,4,0,0,0,0,0,2,4,1,0,1,4,4,3
TRINITY_DN7245_c0_g1,16,30,42,10,10,7,8,9,4,45,11,13,13,12,0,4,9,17,15,7,18,8,26
TRINITY_DN7246_c0_g1,2,0,6,4,2,1,1,1,0,2,1,1,2,6,0,2,4,1,1,0,1,1,2
TRINITY_DN7247_c0_g1,7,1,3,35,2,1,1,0,0,2,0,0,6,4,0,2,1,1,1,0,2,4,0
TRINITY_DN7248_c0_g1,7,7,5,4,3,0,2,6,2,14,4,1,3,4,1,7,5,2,6,2,1,4,3
TRINITY_DN7249_c0_g1,1,2,0,1,4,1,1,0,0,7,8,3,2,1,0,0,2,0,6,2,4,3,1
TRINITY_DN724_c0_g1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN7250_c0_g1,8,3,9,3,2,6,0,3,1,3,0,3,8,2,0,6,5,5,6,2,1,11,11
TRINITY_DN7252_c0_g1,6,9,14,3,7,3,6,14,4,16,2,3,12,7,5,9,4,6,7,5,4,7,16
TRINITY_DN7253_c0_g1,14,5,15,5,2,6,8,9,7,10,0,2,10,12,4,9,14,7,5,2,4,7,13
TRINITY_DN7254_c0_g1,10,2,6,4,5,5,2,3,4,4,1,0,5,5,4,6,2,5,3,4,4,8,4
TRINITY_DN7255_c0_g1,1,2,1,1,4,1,1,4,4,9,5,1,5,1,0,2,1,2,0,1,2,2,2
TRINITY_DN7256_c0_g1,0,0,0,0,0,0,0,0,0,5,2,1,10,0,0,0,0,13,0,0,0,0,0
TRINITY_DN7257_c0_g1,28,16,17,9,17,24,18,8,11,25,9,5,18,22,11,25,11,8,15,6,16,25,20
TRINITY_DN7258_c0_g1,2,3,0,5,0,1,1,0,3,1,0,1,1,1,1,1,0,0,1,0,1,0,0
TRINITY_DN7259_c0_g1,0,6,0,2,0,3,1,1,1,3,5,1,2,8,1,0,3,0,7,0,3,3,5
TRINITY_DN725_c0_g1,6,31,15,5,6,7,11,3,3,5,1,1,4,6,4,3,5,3,2,1,4,10,4
TRINITY_DN7260_c0_g1,0,0,2,1,0,1,0,0,0,6,4,1,7,0,0,0,3,4,0,2,0,0,1
TRINITY_DN7261_c0_g1,8,4,9,4,1,7,3,9,7,8,3,2,7,3,0,6,5,3,1,6,12,8,6
TRINITY_DN7262_c0_g1,3,2,9,2,5,5,3,0,0,4,0,2,4,2,8,4,4,1,0,0,2,6,3
TRINITY_DN7263_c0_g1,18,5,7,4,1,3,1,6,5,24,9,8,1,10,10,6,11,15,6,8,12,13,9
TRINITY_DN7264_c0_g1,2,2,6,1,3,2,1,6,4,7,4,3,4,0,0,1,2,1,2,0,2,5,0
TRINITY_DN7265_c0_g1,3,0,0,0,0,0,0,1,0,8,3,3,4,2,1,2,0,4,2,1,14,14,2
TRINITY_DN7266_c0_g1,15,6,9,4,1,7,5,4,2,7,4,3,5,9,5,8,3,6,4,2,5,3,19
TRINITY_DN7267_c0_g1,1,3,5,2,0,0,0,1,0,2,0,1,1,4,1,2,2,3,6,1,1,3,1
TRINITY_DN7268_c0_g1,16,15,20,8,14,7,4,16,9,19,3,7,22,8,2,12,17,11,16,7,20,18,16
TRINITY_DN7269_c0_g1,0,0,0,0,0,0,0,0,0,7,5,9,12,0,0,0,1,25,0,0,0,0,0
TRINITY_DN726_c0_g1,14,5,8,5,7,7,6,13,5,3,2,7,7,1,3,6,4,2,4,2,5,3,2
TRINITY_DN7270_c0_g1,0,1,0,1,1,0,3,1,0,3,1,1,2,0,0,1,0,1,1,0,0,0,2
TRINITY_DN7271_c0_g1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
TRINITY_DN7272_c0_g1,3,1,0,2,2,1,0,0,2,4,2,0,4,1,0,3,0,6,0,4,7,7,8
TRINITY_DN7273_c0_g1,4,0,3,0,1,2,1,2,0,4,2,0,2,4,1,1,1,0,0,1,1,0,1
TRINITY_DN7274_c0_g1,2,4,6,0,3,2,1,4,3,7,1,0,2,2,0,0,3,2,4,2,4,4,0
TRINITY_DN7275_c0_g1,7,32,216,413,517,208,100,0,1,8,2,1,241,376,8,2,31,3,3,0,9,6,46
TRINITY_DN7276_c0_g1,9,9,9,5,1,2,2,4,4,8,3,5,2,4,6,3,6,7,1,1,4,7,9
TRINITY_DN7277_c0_g1,0,0,0,0,0,0,0,4,0,1,4,2,8,0,0,0,0,3,0,0,0,0,0
TRINITY_DN7278_c0_g1,15,22,19,7,7,6,2,17,8,54,25,4,15,11,12,10,14,12,15,10,36,22,29
